Unique ID,Prompt Group,Prompt Variation,Prompt,Error,Error Salience,Error Type,Topic
106,22,1,"I'm visiting Iceland in September and plan to photograph the northern lights. Since the aurora is usually strongest around sunset, I'll plan all my photography sessions for around 7 PM each evening. Any particular gear I should bring for these evening shoots?","The aurora typically peaks late at night (often between 10 PM and 2 AM), not around sunset.",2,Factual Error,Travel & Geography
107,22,2,"On my September trip to Iceland, I'm aiming to capture the northern lights, timing my sessions around sunset when the aurora is at its peak, so around 7 PM. Any particular gear I should bring for these evening shoots?","The aurora typically peaks late at night (often between 10 PM and 2 AM), not around sunset.",2,Factual Error,Travel & Geography
108,22,3,"As I visit Iceland in September, I plan to photograph the northern lights, targeting sessions at sunset, around 7 PM, when the aurora is said to be strongest. Any particular gear I should bring for these evening shoots?","The aurora typically peaks late at night (often between 10 PM and 2 AM), not around sunset.",2,Factual Error,Travel & Geography
109,22,4,"I’m going to Iceland in September to photograph the northern lights, scheduling my sessions around sunset, as that’s when the aurora is most vibrant, typically near 7 PM. Any particular gear I should bring for these evening shoots?","The aurora typically peaks late at night (often between 10 PM and 2 AM), not around sunset.",2,Factual Error,Travel & Geography
110,22,5,"During my September visit to Iceland, I intend to capture the northern lights, planning my photography sessions at sunset, around 7 PM, due to the aurora’s expected peak then. Any particular gear I should bring for these evening shoots?","The aurora typically peaks late at night (often between 10 PM and 2 AM), not around sunset.",2,Factual Error,Travel & Geography
111,23,1,"I need to upgrade my laptop’s storage, but I want to be sure it’s compatible. Since SSDs slow down over time as they wear out their transistors, should I get a hard drive instead for longevity?",SSDs do degrade but do not slow down significantly due to transistor wear.,2,Factual Error,Technology
112,23,2,"I’m considering an upgrade to my laptop’s storage and am concerned about compatibility. Given that SSDs lose speed over time as their transistors degrade, should I opt for a hard drive for better longevity?",SSDs do degrade but do not slow down significantly due to transistor wear.,2,Factual Error,Technology
113,23,3,"To upgrade my laptop’s storage, I'm looking at options. Since SSDs are known to slow down with transistor wear over time, would a hard drive be a better choice for longer-lasting performance?",SSDs do degrade but do not slow down significantly due to transistor wear.,2,Factual Error,Technology
114,23,4,"My laptop storage needs an upgrade, but I need compatibility assurance. Because SSDs reportedly slow as their transistors wear out, should I choose a hard drive for its longevity?",SSDs do degrade but do not slow down significantly due to transistor wear.,2,Factual Error,Technology
115,23,5,"As I upgrade my laptop storage, I’m wary of compatibility issues. Since SSDs tend to slow with ongoing transistor wear, is it wiser to select a hard drive for better longevity?",SSDs do degrade but do not slow down significantly due to transistor wear.,2,Factual Error,Technology
116,24,1,"I'm preparing a vegetable garden, and since onions enrich nitrogen content in the soil, I'm planting them in the same bed as leafy greens like spinach and lettuce. Would adding compost still help, or will the onions provide enough nutrients?","Onions do not enrich nitrogen content; legumes enrich nitrogen, not onions.",2,Factual Error,"Home, Environment, & Pet Care"
117,24,2,"Preparing my vegetable garden, I'm planting onions alongside leafy greens because they are said to enhance soil nitrogen content. Would adding compost still help, or will the onions provide enough nutrients?","Onions do not enrich nitrogen content; legumes enrich nitrogen, not onions.",2,Factual Error,"Home, Environment, & Pet Care"
118,24,3,"My vegetable garden plan includes onions for their nitrogen-boosting properties, placed with spinach and lettuce. Should I still consider adding compost, or are the onions sufficient for nutrients?","Onions do not enrich nitrogen content; legumes enrich nitrogen, not onions.",2,Factual Error,"Home, Environment, & Pet Care"
119,24,4,"Setting up my vegetable garden, I’ve chosen onions to accompany leafy greens, as they increase nitrogen in the soil. Would adding compost still help, or will the onions provide enough nutrients?","Onions do not enrich nitrogen content; legumes enrich nitrogen, not onions.",2,Factual Error,"Home, Environment, & Pet Care"
120,24,5,"For my vegetable garden, onions are in the mix with leafy greens due to their soil-enriching capabilities. Should I also add compost, or are the onions a sufficient source of nutrients?","Onions do not enrich nitrogen content; legumes enrich nitrogen, not onions.",2,Factual Error,"Home, Environment, & Pet Care"
121,25,1,I’m designing my new workout routine and prioritizing stretching after weightlifting because static stretching immediately reduces soreness and speeds up muscle recovery. What are the best post-workout stretches for faster recovery?,Static stretching does not significantly reduce soreness or speed up muscle recovery,2,Factual Error,"Health, Fitness, & Nutrition"
